,index,SUBJECT,Subject,Measure,Frequency,Unit,Reference Period,Level,Name
498,362977,LFWA25TT,Labour Force Survey - quarterly levels > Working age population > Aged 25-54 > All persons,"Level, rate or national currency",Monthly,Persons,,Labour Force Survey - quarterly levels,Labour Force Survey - quarterly levels Working age population Aged 25-54 All persons
499,363798,LFWA25TT,Labour Force Survey - quarterly levels > Working age population > Aged 25-54 > All persons,"Level, rate or national currency, s.a.",Monthly,Persons,,Labour Force Survey - quarterly levels,Labour Force Survey - quarterly levels Working age population Aged 25-54 All persons
500,364355,LFWA55FE,Labour Force Survey - quarterly levels > Working age population > Aged 55-64 > Females,"Level, rate or national currency",Monthly,Persons,,Labour Force Survey - quarterly levels,Labour Force Survey - quarterly levels Working age population Aged 55-64 Females
501,365176,LFWA55FE,Labour Force Survey - quarterly levels > Working age population > Aged 55-64 > Females,"Level, rate or national currency, s.a.",Monthly,Persons,,Labour Force Survey - quarterly levels,Labour Force Survey - quarterly levels Working age population Aged 55-64 Females
502,365733,LFWA55MA,Labour Force Survey - quarterly levels > Working age population > Aged 55-64 > Males,"Level, rate or national currency",Monthly,Persons,,Labour Force Survey - quarterly levels,Labour Force Survey - quarterly levels Working age population Aged 55-64 Males
503,366554,LFWA55MA,Labour Force Survey - quarterly levels > Working age population > Aged 55-64 > Males,"Level, rate or national currency, s.a.",Monthly,Persons,,Labour Force Survey - quarterly levels,Labour Force Survey - quarterly levels Working age population Aged 55-64 Males
504,367111,LFWA55TT,Labour Force Survey - quarterly levels > Working age population > Aged 55-64 > All persons,"Level, rate or national currency",Monthly,Persons,,Labour Force Survey - quarterly levels,Labour Force Survey - quarterly levels Working age population Aged 55-64 All persons
505,367932,LFWA55TT,Labour Force Survey - quarterly levels > Working age population > Aged 55-64 > All persons,"Level, rate or national currency, s.a.",Monthly,Persons,,Labour Force Survey - quarterly levels,Labour Force Survey - quarterly levels Working age population Aged 55-64 All persons
506,368489,LFWA64FE,Labour Force Survey - quarterly levels > Working age population > Aged 15-64 > Females,"Level, rate or national currency",Monthly,Persons,,Labour Force Survey - quarterly levels,Labour Force Survey - quarterly levels Working age population Aged 15-64 Females
507,369310,LFWA64FE,Labour Force Survey - quarterly levels > Working age population > Aged 15-64 > Females,"Level, rate or national currency, s.a.",Monthly,Persons,,Labour Force Survey - quarterly levels,Labour Force Survey - quarterly levels Working age population Aged 15-64 Females
508,369867,LFWA64MA,Labour Force Survey - quarterly levels > Working age population > Aged 15-64 > Males,"Level, rate or national currency",Monthly,Persons,,Labour Force Survey - quarterly levels,Labour Force Survey - quarterly levels Working age population Aged 15-64 Males
509,370688,LFWA64MA,Labour Force Survey - quarterly levels > Working age population > Aged 15-64 > Males,"Level, rate or national currency, s.a.",Monthly,Persons,,Labour Force Survey - quarterly levels,Labour Force Survey - quarterly levels Working age population Aged 15-64 Males
510,371245,LFWA64TT,Labour Force Survey - quarterly levels > Working age population > Aged 15-64 > All persons,"Level, rate or national currency",Monthly,Persons,,Labour Force Survey - quarterly levels,Labour Force Survey - quarterly levels Working age population Aged 15-64 All persons
511,372066,LFWA64TT,Labour Force Survey - quarterly levels > Working age population > Aged 15-64 > All persons,"Level, rate or national currency, s.a.",Monthly,Persons,,Labour Force Survey - quarterly levels,Labour Force Survey - quarterly levels Working age population Aged 15-64 All persons
512,372623,LFWA74FE,Labour Force Survey - quarterly levels > Working age population > Aged 15-74 > Females,"Level, rate or national currency",Monthly,Persons,,Labour Force Survey - quarterly levels,Labour Force Survey - quarterly levels Working age population Aged 15-74 Females
513,373132,LFWA74FE,Labour Force Survey - quarterly levels > Working age population > Aged 15-74 > Females,"Level, rate or national currency, s.a.",Monthly,Persons,,Labour Force Survey - quarterly levels,Labour Force Survey - quarterly levels Working age population Aged 15-74 Females
514,373641,LFWA74MA,Labour Force Survey - quarterly levels > Working age population > Aged 15-74 > Males,"Level, rate or national currency",Monthly,Persons,,Labour Force Survey - quarterly levels,Labour Force Survey - quarterly levels Working age population Aged 15-74 Males
515,374150,LFWA74MA,Labour Force Survey - quarterly levels > Working age population > Aged 15-74 > Males,"Level, rate or national currency, s.a.",Monthly,Persons,,Labour Force Survey - quarterly levels,Labour Force Survey - quarterly levels Working age population Aged 15-74 Males
516,374659,LFWA74TT,Labour Force Survey - quarterly levels > Working age population > Aged 15-74 > All persons,"Level, rate or national currency",Monthly,Persons,,Labour Force Survey - quarterly levels,Labour Force Survey - quarterly levels Working age population Aged 15-74 All persons
517,375168,LFWA74TT,Labour Force Survey - quarterly levels > Working age population > Aged 15-74 > All persons,"Level, rate or national currency, s.a.",Monthly,Persons,,Labour Force Survey - quarterly levels,Labour Force Survey - quarterly levels Working age population Aged 15-74 All persons
518,375677,LFWATTFE,Labour Force Survey - quarterly levels > Working age population > Aged 15 and over > Females,"Level, rate or national currency",Monthly,Persons,,Labour Force Survey - quarterly levels,Labour Force Survey - quarterly levels Working age population Aged 15 and over Females
519,376498,LFWATTFE,Labour Force Survey - quarterly levels > Working age population > Aged 15 and over > Females,"Level, rate or national currency, s.a.",Monthly,Persons,,Labour Force Survey - quarterly levels,Labour Force Survey - quarterly levels Working age population Aged 15 and over Females
520,377079,LFWATTMA,Labour Force Survey - quarterly levels > Working age population > Aged 15 and over > Males,"Level, rate or national currency",Monthly,Persons,,Labour Force Survey - quarterly levels,Labour Force Survey - quarterly levels Working age population Aged 15 and over Males
521,377900,LFWATTMA,Labour Force Survey - quarterly levels > Working age population > Aged 15 and over > Males,"Level, rate or national currency, s.a.",Monthly,Persons,,Labour Force Survey - quarterly levels,Labour Force Survey - quarterly levels Working age population Aged 15 and over Males
522,378481,LFWATTTT,Labour Force Survey - quarterly levels > Working age population > Aged 15 and over > All persons,"Level, rate or national currency",Monthly,Persons,,Labour Force Survey - quarterly levels,Labour Force Survey - quarterly levels Working age population Aged 15 and over All persons
523,379302,LFWATTTT,Labour Force Survey - quarterly levels > Working age population > Aged 15 and over > All persons,"Level, rate or national currency, s.a.",Monthly,Persons,,Labour Force Survey - quarterly levels,Labour Force Survey - quarterly levels Working age population Aged 15 and over All persons
524,380123,LMJVPBUV,Labour - other labour market measures > Job vacancies > Public sector > Unfilled vacancies (stock),"Level, rate or national currency",Monthly,Number,,Labour - other labour market measures,Labour - other labour market measures Job vacancies Public sector Unfilled vacancies (stock)
525,380392,LMJVPBUV,Labour - other labour market measures > Job vacancies > Public sector > Unfilled vacancies (stock),"Level, rate or national currency, s.a.",Monthly,Number,,Labour - other labour market measures,Labour - other labour market measures Job vacancies Public sector Unfilled vacancies (stock)
526,380661,LMJVPRUV,Labour - other labour market measures > Job vacancies > Private sector > Unfilled vacancies (stock),"Level, rate or national currency",Monthly,Number,,Labour - other labour market measures,Labour - other labour market measures Job vacancies Private sector Unfilled vacancies (stock)
527,380930,LMJVPRUV,Labour - other labour market measures > Job vacancies > Private sector > Unfilled vacancies (stock),"Level, rate or national currency, s.a.",Monthly,Number,,Labour - other labour market measures,Labour - other labour market measures Job vacancies Private sector Unfilled vacancies (stock)
528,381199,LMJVTTUV,Labour - other labour market measures > Job vacancies > Total > Unfilled vacancies (stock),"Level, rate or national currency",Monthly,Number,,Labour - other labour market measures,Labour - other labour market measures Job vacancies Total Unfilled vacancies (stock)
529,381468,LMJVTTUV,Labour - other labour market measures > Job vacancies > Total > Unfilled vacancies (stock),"Level, rate or national currency, s.a.",Monthly,Number,,Labour - other labour market measures,Labour - other labour market measures Job vacancies Total Unfilled vacancies (stock)
530,381737,CPHPTT01,Consumer Price Index > Harmonised prices > All items > Total,Growth rate previous period,Monthly,Percentage,,Consumer Price Index,Consumer Price Index Harmonised prices All items Total
531,381994,CPGRLE01,Consumer Price Index > OECD Groups > All items non-food non-energy > Total,Growth rate previous period,Monthly,Percentage,,Consumer Price Index,Consumer Price Index OECD Groups All items non-food non-energy Total
532,382790,CPGREN01,"Consumer Price Index > OECD Groups > Energy (Fuel, electricity & gasoline) > Total",Growth rate previous period,Monthly,Percentage,,Consumer Price Index,"Consumer Price Index OECD Groups Energy (Fuel, electricity & gasoline) Total"
533,383586,CPALTT01,Consumer Price Index > All items > Total > Total,Growth rate previous period,Monthly,Percentage,,Consumer Price Index,Consumer Price Index All items Total Total
534,384406,BSXRLV02,Business tendency surveys (manufacturing) > Export order books or demand > Level > National indicator,"Level, rate or national currency, s.a.",Monthly,Percentage,,Business tendency surveys (manufacturing),Business tendency surveys (manufacturing) Export order books or demand Level National indicator
535,384808,BSCURT02,Business tendency surveys (manufacturing) > Capacity utilisation > Rate of capacity utilisation > National indicator,"Level, rate or national currency, s.a.",Monthly,Percentage,,Business tendency surveys (manufacturing),Business tendency surveys (manufacturing) Capacity utilisation Rate of capacity utilisation National indicator
536,385485,CSESFT02,Consumer opinion surveys > Economic Situation > Future tendency > National indicator,"Level, rate or national currency, s.a.",Monthly,Percentage,,Consumer opinion surveys,Consumer opinion surveys Economic Situation Future tendency National indicator
537,386031,BNBUCT02,Business tendency surveys (non-manufacturing) > Business situation > Current > National indicator,"Level, rate or national currency, s.a.",Monthly,Percentage,,Business tendency surveys (non-manufacturing),Business tendency surveys (non-manufacturing) Business situation Current National indicator
538,386307,BNEMTE02,Business tendency surveys (non-manufacturing) > Employment > Tendency > National indicator,"Level, rate or national currency, s.a.",Monthly,Percentage,,Business tendency surveys (non-manufacturing),Business tendency surveys (non-manufacturing) Employment Tendency National indicator
539,386583,BNODTE02,Business tendency surveys (non-manufacturing) > Orders intentions or demand > Tendency > National indicator,"Level, rate or national currency, s.a.",Monthly,Percentage,,Business tendency surveys (non-manufacturing),Business tendency surveys (non-manufacturing) Orders intentions or demand Tendency National indicator
